language,real_arity,random_arity,real_depth,random_depth
English,2,3,2,1
English,4,4,4,4
English,3,3,5,4
English,2,2,4,3
English,3,2,3,3
English,6,2,3,5
English,2,1,2,3
English,1,1,1,1
English,2,2,5,5
English,4,4,2,2
English,3,3,5,5
English,3,2,2,4
English,4,3,5,6
English,4,2,2,3
English,4,3,5,4
English,3,3,4,6
English,4,2,4,5
English,4,3,4,3
English,3,3,4,3
English,3,3,5,4
English,4,3,3,5
English,4,3,4,5
English,3,3,5,4
English,5,2,1,3
English,3,4,5,4
English,4,3,3,2
English,3,3,7,4
English,3,2,3,4
English,3,2,3,3
English,3,3,5,5
English,1,1,1,1
English,3,3,2,2
English,3,5,5,3
English,3,5,6,5
English,3,2,2,2
English,3,2,3,4
English,3,2,4,7
English,3,3,4,4
English,4,2,5,5
English,3,3,6,5
English,4,3,3,3
English,3,2,5,5
English,3,5,5,4
English,4,4,4,5
English,3,2,3,6
English,4,3,4,4
English,4,4,2,2
English,4,4,3,4
English,3,3,5,5
English,3,3,2,2
English,3,1,2,4
English,6,3,2,6
English,3,3,5,7
English,4,3,3,3
English,3,4,3,2
English,1,1,1,1
English,4,4,4,5
English,1,1,1,1
English,3,3,4,2
English,4,2,4,8
English,5,3,3,3
English,5,4,4,3
English,3,2,5,4
English,3,4,3,3
English,5,4,2,3
English,7,3,2,3
English,6,3,3,5
English,4,3,2,4
English,3,3,3,3
English,3,3,4,6
English,5,4,2,2
English,4,2,1,2
English,4,4,3,3
English,3,2,5,4
English,4,2,2,4
English,3,7,4,2
English,4,4,2,2
English,2,2,3,2
English,5,3,4,6
English,3,3,4,5
English,4,5,7,3
English,3,3,2,3
English,3,2,1,2
English,2,2,3,3
English,1,1,1,1
English,4,4,3,3
English,3,4,5,3
English,3,3,5,5
English,3,4,5,3
English,3,2,3,6
English,4,2,2,3
English,4,3,1,2
English,2,2,2,2
English,4,2,2,4
English,4,1,1,4
English,5,3,2,4
English,3,3,5,2
English,3,4,5,4
English,2,2,4,5
English,4,4,3,5
English,3,4,5,5
English,3,3,4,2
English,3,2,3,4
English,5,2,3,5
English,4,2,1,2
English,3,4,5,3
English,4,5,4,3
English,4,3,1,2
English,4,3,2,2
English,4,2,3,4
English,4,4,6,5
English,2,1,2,3
English,4,2,2,4
English,1,1,1,1
English,3,2,2,3
English,3,3,3,3
English,2,1,1,2
English,6,2,2,7
English,3,2,2,4
English,3,4,2,1
English,0,0,0,0
English,2,2,1,1
English,4,3,4,4
English,1,2,2,1
English,3,2,5,6
English,6,3,3,5
English,2,2,3,3
English,5,3,3,7
English,2,2,1,1
English,4,3,4,5
English,4,3,1,2
English,2,2,4,3
English,3,2,2,2
English,4,3,4,7
English,3,3,1,1
English,1,1,1,1
English,0,0,0,0
English,3,2,2,2
English,4,3,3,2
English,3,4,6,3
English,2,2,1,1
English,2,1,1,2
English,4,2,4,7
English,3,5,3,1
English,0,0,0,0
English,1,2,3,2
English,3,3,2,3
English,4,4,4,3
English,2,3,2,1
English,4,3,3,4
English,4,3,5,4
English,2,2,3,2
English,2,2,4,4
English,2,1,1,2
English,2,2,1,1
English,3,3,1,1
English,4,2,2,3
English,4,2,3,3
English,2,1,2,3
English,3,5,2,1
English,3,3,3,2
English,3,2,1,2
English,2,2,1,1
English,3,4,2,3
English,3,4,3,3
English,1,1,1,1
English,3,2,2,3
English,3,2,2,3
English,2,2,1,1
English,2,2,1,1
English,3,2,6,5
English,2,4,4,2
English,4,4,5,4
English,3,3,5,7
English,4,4,3,3
English,2,2,2,3
English,2,1,1,2
English,2,1,1,2
English,4,3,4,4
English,1,1,1,1
English,4,5,5,4
English,2,1,1,2
English,4,3,4,5
English,4,1,1,4
English,4,3,3,5
English,1,1,1,1
English,4,2,2,3
English,3,4,3,2
English,4,5,2,3
English,4,2,1,2
English,3,3,3,2
English,4,2,3,5
English,3,3,4,3
English,3,3,5,3
English,3,2,3,3
English,2,3,2,1
English,4,2,2,3
English,3,6,3,3
English,1,1,1,1
English,4,2,2,4
English,1,3,5,2
English,4,2,2,4
English,3,5,3,2
English,5,2,3,5
English,2,3,5,3
English,4,2,2,3
English,4,3,3,3
English,3,2,3,3
English,3,4,6,6
English,3,4,5,2
English,2,2,1,1
English,1,1,1,1
English,4,3,3,3
English,3,3,4,3
English,2,2,1,1
English,1,1,2,2
English,3,3,1,1
English,2,1,2,3
English,3,2,2,4
English,3,3,3,4
English,3,3,6,4
English,3,3,3,3
English,2,2,1,1
English,4,3,3,5
English,5,3,4,5
English,3,3,4,3
English,1,1,2,2
English,3,2,2,2
English,3,4,2,3
English,4,2,4,7
English,3,3,3,4
English,3,2,5,4
English,3,3,2,2
English,1,2,2,1
English,3,4,4,3
English,3,3,4,4
English,7,3,3,6
English,3,4,2,2
English,3,3,5,4
English,0,0,0,0
English,1,1,1,1
English,5,3,3,5
English,3,2,5,4
English,4,2,2,4
English,4,3,6,3
English,3,2,2,3
English,2,2,1,1
English,3,4,3,3
English,3,1,1,3
English,3,3,3,3
English,5,3,1,3
English,3,3,3,3
English,3,3,2,2
English,4,4,2,2
English,3,2,3,5
English,4,3,2,2
English,3,3,2,2
English,4,2,1,2
English,2,2,1,1
English,5,2,2,4
English,2,2,2,2
English,4,2,2,4
English,3,2,3,4
English,3,2,2,3
English,4,3,4,5
English,2,2,1,1
English,3,4,4,4
English,3,2,3,3
English,3,4,3,2
English,3,2,5,5
English,4,2,2,4
English,4,3,3,5
English,3,3,3,5
English,5,2,5,5
English,4,3,4,3
English,2,1,1,2
English,3,4,3,2
English,3,3,4,4
English,2,2,1,1
English,3,3,3,2
English,5,3,3,4
English,4,4,2,2
English,4,4,3,2
English,3,3,2,2
English,4,4,2,2
English,3,4,4,5
English,4,4,4,4
English,3,3,4,3
English,1,1,1,1
English,2,2,4,2
English,2,4,5,2
English,5,4,3,3
English,3,2,4,4
English,2,3,2,1
English,3,2,2,3
English,2,2,1,1
English,3,2,2,2
English,2,2,1,1
English,2,1,1,2
English,3,1,2,4
English,1,2,2,1
English,1,1,1,1
English,4,4,5,5
English,2,1,2,4
English,4,2,4,6
English,4,3,3,4
English,2,2,2,2
English,3,4,5,3
English,3,3,1,1
English,4,2,1,2
English,3,2,2,3
English,3,2,3,4
English,2,2,3,3
English,4,3,1,2
English,3,2,1,2
English,3,5,3,2
English,3,3,1,1
English,1,1,1,1
English,3,4,5,4
English,5,3,2,3
English,3,2,1,2
English,0,0,0,0
English,1,2,2,1
English,3,2,3,3
English,4,3,3,3
English,4,3,3,5
English,2,2,1,1
English,3,4,4,4
English,2,2,1,1
English,3,2,4,6
English,4,3,3,5
English,5,3,3,3
English,4,3,5,4
English,1,1,2,2
English,5,2,1,3
English,3,2,4,3
English,5,4,2,3
English,4,3,3,4
English,3,2,4,4
English,3,4,2,2
English,4,3,4,6
English,2,2,1,1
English,4,2,2,4
English,4,3,4,6
English,3,2,2,3
English,3,5,4,3
English,5,2,2,7
English,5,2,3,6
English,5,3,4,7
English,4,3,4,8
English,4,2,3,6
English,2,2,3,3
English,4,4,5,5
English,4,3,3,4
English,4,2,3,6
English,4,3,7,5
English,4,3,5,4
English,4,2,3,6
English,4,5,4,3
English,3,4,3,2
English,2,1,1,2
English,2,2,2,2
English,0,0,0,0
English,3,2,5,7
English,1,1,1,1
English,4,2,1,2
English,2,4,3,1
English,5,5,3,2
English,6,3,3,9
English,5,4,3,6
English,1,1,1,1
English,3,4,7,4
English,4,3,3,5
English,1,1,1,1
English,3,3,5,5
English,5,3,4,6
English,3,3,3,4
English,4,2,4,5
English,3,2,3,4
English,4,2,3,5
English,4,3,3,4
English,3,4,3,2
English,3,3,5,4
English,4,2,4,7
English,3,2,2,4
English,3,3,3,2
English,4,3,3,3
English,2,4,5,2
English,2,3,3,2
English,3,2,4,5
English,2,2,2,2
English,5,2,2,5
English,4,3,3,4
English,4,3,1,2
English,2,2,1,1
English,4,4,3,2
English,4,3,2,5
English,1,2,2,1
English,4,2,1,2
English,4,3,3,5
English,6,3,3,7
English,1,1,1,1
English,3,2,2,2
English,4,1,2,5
English,4,4,1,1
English,3,3,3,2
English,1,1,1,1
English,2,2,2,2
English,3,3,5,5
English,4,3,3,4
English,1,2,2,1
English,4,5,4,3
English,3,3,5,5
English,5,3,4,5
English,2,2,1,1
English,6,2,2,5
English,4,2,3,5
English,3,3,1,1
English,3,2,2,4
English,5,4,2,3
English,3,2,2,2
English,3,2,2,3
English,2,2,2,2
English,3,1,2,5
English,4,3,3,3
English,4,2,3,5
English,1,1,1,1
English,4,3,3,6
English,2,2,1,1
English,4,3,3,5
English,2,4,3,1
English,3,3,6,4
English,2,3,2,1
English,3,4,2,1
English,1,1,1,1
English,3,3,2,2
English,3,2,2,3
English,4,3,2,4
English,3,3,4,5
English,3,6,5,3
English,4,3,4,6
English,2,2,1,1
English,2,3,3,2
English,2,2,1,1
English,3,3,3,3
English,4,4,4,4
English,5,2,4,5
English,2,3,2,2
English,5,2,3,8
English,4,3,5,4
English,4,2,6,5
English,2,2,2,2
English,3,3,5,5
English,4,2,2,4
English,3,2,3,3
English,4,2,6,8
English,0,0,0,0
English,3,3,5,3
English,2,1,1,2
English,4,4,4,4
English,3,2,3,5
English,4,2,3,7
English,3,2,2,3
English,3,3,2,4
English,4,2,1,2
English,3,2,4,6
English,2,3,3,3
English,4,5,6,2
English,0,0,0,0
English,3,4,5,4
English,3,4,5,4
English,3,3,1,1
English,3,2,1,2
English,3,2,1,2
English,4,4,3,3
English,4,2,4,3
English,2,1,1,2
English,2,1,1,2
English,2,2,7,4
English,4,4,6,6
English,6,3,5,5
English,2,1,2,4
English,3,3,5,4
English,5,3,4,5
English,4,3,5,7
English,5,4,3,4
English,4,3,3,4
English,3,3,5,6
English,3,2,2,3
English,3,3,6,5
English,1,1,1,1
English,5,3,3,4
English,3,3,2,3
English,1,1,1,1
English,3,2,4,6
English,4,2,5,5
English,2,2,2,2
English,4,4,3,2
English,1,1,1,1
English,2,2,2,2
English,3,3,1,1
English,2,1,1,2
English,4,3,4,5
English,2,2,2,3
English,3,2,1,2
English,1,1,1,1
English,3,2,2,5
English,3,4,4,4
English,4,2,4,7
English,4,4,3,5
English,1,1,1,1
English,3,2,2,3
English,2,2,1,1
English,4,3,4,4
English,3,6,5,2
English,3,2,3,6
English,3,4,3,3
English,2,4,2,1
English,3,2,5,8
English,4,3,1,2
English,4,2,5,4
English,5,2,1,3
English,4,6,4,2
English,4,4,2,2
English,0,0,0,0
English,4,2,2,5
English,4,2,4,5
English,4,3,2,3
English,3,3,5,6
English,3,3,3,3
English,0,0,0,0
English,1,1,1,1
English,2,1,1,2
English,4,6,6,3
English,4,4,3,5
English,4,3,3,4
English,3,4,6,2
English,4,3,5,4
English,4,3,3,4
English,3,2,5,4
English,4,2,3,6
English,3,2,2,3
English,3,3,4,3
English,2,1,2,3
English,3,4,4,3
English,1,1,1,1
English,1,1,1,1
English,3,2,2,4
English,4,4,5,6
English,1,1,1,1
English,4,3,4,3
English,4,2,2,7
English,3,2,4,6
English,5,2,2,5
English,4,2,3,4
English,4,4,5,4
English,2,1,1,2
English,3,4,5,4
English,3,4,3,3
English,4,3,3,3
English,4,4,3,5
English,3,5,4,2
English,3,3,3,3
English,1,1,1,1
English,3,3,2,2
English,4,3,5,3
English,4,4,6,4
English,0,0,0,0
English,5,2,3,6
English,2,1,1,2
English,3,3,2,2
English,3,4,5,6
English,3,1,1,3
English,3,2,2,4
English,3,3,4,5
English,3,3,2,3
English,2,2,2,2
English,3,2,2,4
English,3,3,3,4
English,4,2,2,3
English,4,2,1,2
English,4,4,3,3
English,3,2,3,4
English,4,3,2,3
English,4,4,4,4
English,2,3,2,1
English,2,2,1,1
English,1,1,1,1
English,3,2,2,3
English,3,4,2,2
English,3,4,3,3
English,4,3,4,3
English,2,2,1,1
English,4,5,3,2
English,4,3,1,2
English,2,2,2,2
English,3,4,4,7
English,4,3,3,3
English,2,3,2,1
English,4,2,3,4
English,4,4,2,2
English,3,2,3,3
English,3,2,6,5
English,4,4,2,2
English,4,2,3,5
English,3,3,3,3
English,2,1,1,2
English,3,2,1,2
English,3,3,3,5
English,3,3,5,7
English,2,2,2,2
English,3,4,2,1
English,4,4,2,2
English,4,5,5,3
English,4,4,3,7
English,1,4,4,1
English,4,2,6,6
English,2,1,1,2
English,3,2,2,3
English,4,3,3,3
English,3,2,3,4
English,3,2,2,3
English,3,2,3,4
English,4,3,3,5
English,1,1,1,1
English,3,3,3,4
English,0,0,0,0
English,3,3,4,5
English,5,2,3,7
English,4,3,2,3
English,3,1,3,5
English,5,2,6,6
English,1,1,1,1
English,3,3,3,3
English,5,2,3,5
English,3,2,4,6
English,4,3,6,4
English,2,2,1,1
English,4,3,3,4
English,2,2,5,5
English,2,3,3,2
English,2,2,2,2
English,4,3,6,5
English,4,2,4,7
English,5,3,3,3
English,5,2,2,5
English,4,3,2,3
English,3,3,4,4
English,4,3,2,4
English,3,2,4,4
English,4,6,2,1
English,3,3,4,4
English,1,2,2,1
English,3,4,2,2
English,3,2,2,3
English,2,1,1,2
English,5,5,2,3
English,4,5,3,2
English,3,4,3,2
English,2,1,1,2
English,4,3,2,4
English,4,3,1,2
English,4,2,1,2
English,2,1,2,3
English,4,2,1,3
English,4,2,3,4
English,2,1,1,2
English,5,3,4,7
English,4,2,4,6
English,3,2,3,3
English,4,3,5,5
English,1,1,1,1
English,2,2,3,3
English,2,4,4,2
English,2,4,3,2
English,5,2,3,4
English,3,4,5,4
English,5,3,3,5
English,5,3,2,3
English,3,2,3,6
English,3,3,5,3
English,4,4,3,5
English,5,2,2,3
English,2,1,1,2
English,3,2,5,5
English,3,2,4,7
English,3,5,4,3
English,3,2,2,3
English,1,1,2,2
English,5,3,4,6
English,2,2,4,3
English,1,1,1,1
English,3,4,2,2
English,4,3,3,3
English,5,3,2,3
English,3,2,2,2
English,4,3,6,6
English,4,3,5,5
English,3,4,2,1
English,0,0,0,0
English,4,4,2,3
English,6,5,1,2
English,3,2,3,3
English,5,3,3,5
English,3,4,3,2
English,3,2,5,6
English,3,2,3,4
English,3,2,2,3
English,6,2,2,6
English,3,3,4,5
English,3,2,2,3
English,5,3,3,6
English,3,3,4,5
English,3,3,5,4
English,4,4,2,3
English,4,2,2,3
English,3,4,4,4
English,5,2,3,5
English,4,3,3,5
English,3,3,4,6
English,2,4,5,4
English,3,2,3,3
English,2,1,1,2
English,1,1,1,1
English,2,2,3,4
English,4,3,4,4
English,3,4,4,2
English,3,2,1,2
English,3,3,5,4
English,0,0,0,0
English,3,3,3,4
English,4,3,3,3
English,4,2,2,5
English,4,2,4,7
English,3,2,4,5
English,3,4,4,4
English,3,2,2,4
English,5,5,3,4
English,4,4,2,2
English,2,1,2,3
English,2,1,1,2
English,5,2,2,4
English,4,3,3,7
English,3,3,3,4
English,3,4,5,5
English,2,2,3,4
English,1,1,1,1
English,3,3,5,6
English,2,2,2,2
English,1,1,1,1
English,3,2,3,6
English,4,3,2,3
English,4,3,3,4
English,4,4,2,4
English,3,3,3,5
English,3,5,4,3
English,4,5,5,5
English,3,2,1,2
English,2,2,2,2
English,4,3,4,4
English,1,1,1,1
English,4,2,3,5
English,3,2,2,4
English,4,4,5,7
English,4,2,2,4
English,3,2,3,3
English,4,3,2,4
English,1,1,1,1
English,4,3,5,4
English,4,3,3,5
English,5,1,1,5
English,2,2,2,2
English,3,3,5,4
English,3,3,4,5
English,3,3,3,4
English,5,4,3,3
English,5,3,3,4
English,5,3,3,3
English,2,2,1,1
English,2,2,2,2
English,3,2,2,3
English,4,4,5,3
English,2,2,1,1
English,3,2,2,5
English,3,4,3,4
English,5,3,4,3
English,1,1,1,1
English,3,2,1,2
English,4,6,4,3
English,1,1,1,1
English,1,2,2,1
English,6,2,2,4
English,3,3,1,1
English,3,4,5,2
English,5,2,3,5
English,2,1,2,4
English,4,2,3,5
English,2,1,2,3
English,3,5,3,2
English,2,2,3,3
English,4,3,5,4
English,3,3,6,3
English,3,3,4,2
English,4,3,4,5
English,5,4,4,5
English,4,2,3,4
English,4,3,3,4
English,3,3,4,4
English,2,2,2,2
English,5,4,3,3
English,2,1,2,3
English,3,2,2,3
English,1,1,1,1
English,3,2,1,2
English,6,5,3,2
English,3,3,3,4
English,4,2,3,6
English,4,2,2,3
English,3,2,6,4
English,2,2,2,2
English,2,2,1,1
English,3,2,4,4
English,3,4,4,3
English,3,3,5,5
English,2,2,2,3
English,4,5,4,3
English,5,3,2,3
English,3,3,2,2
English,4,2,2,5
English,3,4,6,5
English,4,4,4,5
English,2,1,1,2
English,3,4,3,4
English,2,2,3,2
English,4,2,5,6
English,3,2,4,5
English,4,2,3,3
English,3,3,4,4
English,1,1,1,1
English,2,2,2,3
English,2,2,1,1
English,2,2,2,3
English,6,2,2,5
English,5,2,3,4
English,2,2,3,3
English,2,2,3,3
English,2,4,4,2
English,1,1,1,1
English,3,3,4,4
English,3,5,3,2
English,2,1,1,2
English,3,2,2,3
English,3,2,4,4
English,4,2,3,6
English,2,3,3,4
English,4,2,4,6
English,3,4,2,1
English,3,3,3,4
English,1,1,1,1
English,2,1,2,3
English,3,4,5,3
English,1,1,1,1
English,4,4,3,5
English,3,3,4,4
English,4,2,1,3
English,3,4,2,2
English,3,2,4,6
English,2,4,2,1
English,5,4,4,3
English,4,4,3,4
English,6,2,4,6
English,6,3,2,4
English,3,2,1,2
English,4,4,4,4
English,3,3,3,4
English,1,1,1,1
English,0,0,0,0
English,2,2,3,2
English,4,4,4,4
English,0,0,0,0
English,4,3,6,4
English,4,3,3,4
English,4,3,4,5
English,5,3,1,2
English,4,2,1,3
English,3,3,4,3
English,3,2,4,5
English,4,3,2,2
English,2,4,3,1
English,3,2,5,4
English,4,2,3,5
English,4,2,3,3
English,4,4,5,5
English,4,3,5,3
English,4,4,2,3
English,2,2,2,3
English,4,2,3,3
English,3,3,5,5
English,3,3,4,4
English,5,3,3,7
English,3,2,2,4
English,5,3,4,4
English,4,3,4,6
English,2,2,2,2
English,3,4,6,4
English,2,4,4,2
English,4,2,2,3
English,3,4,2,1
English,4,3,3,5
English,5,2,3,5
English,4,2,4,6
English,4,2,4,4
English,1,2,2,1
English,3,5,3,2
English,2,3,2,2
English,5,3,3,4
English,4,3,4,4
English,3,2,6,6
English,4,3,5,4
English,5,3,3,3
English,4,3,4,5
English,1,1,1,1
English,3,3,5,8
English,5,2,3,5
English,2,2,1,1
English,1,1,1,1
English,5,3,2,3
English,3,3,3,4
English,3,3,5,5
English,4,2,3,4
English,4,2,1,3
English,5,3,4,4
English,4,3,2,3
English,4,2,3,5
English,3,2,4,5
English,1,1,1,1
English,1,1,1,1
English,3,3,2,2
English,3,3,3,4
English,4,2,5,4
English,3,2,2,3
English,1,1,1,1
English,3,2,2,4
English,5,3,2,3
English,4,3,4,3
English,4,2,4,8
English,3,3,5,3
English,5,2,3,6
English,4,5,3,2
English,3,3,3,4
English,2,3,2,1
English,4,2,5,7
English,4,3,2,2
English,2,1,3,4
English,3,3,5,5
English,4,2,1,2
English,2,1,1,2
English,3,3,4,6
English,4,4,4,3
English,3,2,4,5
English,3,2,2,4
English,4,2,3,3
English,3,4,4,2
English,3,3,3,3
English,4,4,3,2
English,4,2,2,3
English,5,2,2,6
English,4,5,4,4
English,4,2,3,5
English,0,0,0,0
English,3,3,6,3
English,6,2,4,6
English,3,4,3,2
English,4,3,4,4
English,3,2,2,3
English,6,3,2,5
English,2,1,3,4
English,3,2,3,3
English,3,4,4,3
English,3,4,7,4
English,2,2,1,1
English,3,2,3,4
English,4,2,2,4
English,5,4,3,5
English,3,3,2,2
English,3,3,1,1
English,3,2,1,2
English,4,4,4,5
English,3,3,4,4
English,2,2,3,2
English,6,2,3,5
English,4,3,2,3
English,3,2,3,4
English,4,2,2,3
English,4,2,3,5
English,5,4,3,3
English,2,1,1,2
English,3,2,2,2
English,3,3,3,3
English,3,3,5,6
English,4,4,3,3
English,4,5,6,3
English,3,3,3,3
English,5,5,3,3
English,3,3,3,3
English,3,2,4,6
English,3,2,2,4
English,3,2,1,2
English,4,4,5,6
English,4,5,3,3
English,3,2,5,6
English,4,3,6,5
English,2,2,2,2
English,4,3,3,2
English,4,3,3,4
English,5,2,3,4
English,3,3,2,3
English,4,3,3,4
English,3,3,2,2
English,2,3,2,1
English,4,4,2,3
English,3,3,4,4
English,3,3,1,1
English,3,3,3,3
English,2,2,1,1
English,2,2,1,1
English,3,3,2,2
English,3,2,2,3
English,2,3,2,2
English,2,2,7,9
English,3,2,6,7
English,2,1,2,3
English,3,4,3,4
English,3,1,1,3
English,3,2,4,6
English,2,1,1,2
English,4,3,2,2
English,3,3,4,4
English,4,3,3,4
English,2,3,2,1
English,2,2,4,4
English,6,3,4,4
English,5,2,2,4
English,2,2,4,3
English,4,3,3,3
English,4,2,3,7
English,3,4,3,4
English,5,3,4,4
English,5,2,4,6
English,3,5,5,3
English,2,2,1,1
English,5,3,3,4
English,4,2,1,2
English,3,3,4,4
English,4,6,4,3
English,3,4,3,2
English,3,3,1,1
English,1,1,1,1
English,1,1,1,1
English,4,3,4,6
English,3,3,4,3
English,5,3,3,4
English,4,3,3,4
English,4,3,5,5
English,2,4,4,4
English,5,2,3,5
English,3,3,6,5
English,4,2,1,2
English,4,3,2,4
English,5,2,2,5
English,0,0,0,0
English,4,3,4,5
English,3,3,3,5
English,4,3,2,3
English,3,2,4,7
English,3,5,2,3
English,4,2,3,6
English,4,2,5,9
English,3,3,3,3
English,3,2,2,4
English,5,3,5,4
English,1,2,3,2
English,3,3,3,3
English,5,4,4,4
English,3,2,5,4
English,3,2,5,4
English,4,3,2,3
English,3,2,1,2
English,4,2,4,5
English,4,5,3,3
English,6,3,3,4
English,3,3,3,3
English,3,4,4,3
English,3,5,4,2
English,1,1,1,1
English,5,3,5,7
English,3,3,3,3
English,3,3,4,7
English,3,3,1,1
English,5,3,3,4
English,4,4,2,2
English,3,3,6,3
English,4,3,4,4
English,3,2,3,3
English,3,2,4,5
English,3,2,4,6
English,3,3,3,3
English,3,4,5,4
English,1,1,1,1
English,2,1,1,2
English,3,3,3,3
English,5,3,3,5
English,3,2,3,4
English,4,4,2,6
English,4,3,3,4
English,4,2,3,5
English,2,2,3,4
English,3,3,3,4
English,3,3,3,2
English,4,3,2,4
English,2,2,1,1
English,4,3,3,2
English,3,3,1,1
English,3,2,3,5
English,2,2,2,2
English,3,3,2,2
English,3,4,6,5
English,1,1,1,1
English,5,2,2,6
English,1,1,1,1
English,5,3,3,4
English,2,1,1,2
English,3,2,2,3
English,3,2,3,3
English,4,3,3,4
English,3,2,3,4
English,4,2,4,6
English,3,2,2,2
English,5,3,2,2
English,2,2,2,2
English,3,5,4,3
English,4,3,2,2
English,4,3,2,4
English,2,3,2,1
English,2,2,4,5
English,4,2,2,3
English,3,2,2,5
English,2,1,2,3
English,6,2,1,3
English,1,1,1,1
English,4,4,3,4
English,3,2,3,4
English,3,2,3,3
English,3,4,6,4
English,3,2,5,7
English,3,4,3,2
English,3,3,4,3
English,2,2,2,2
English,3,1,1,3
English,4,3,4,6
English,4,3,3,4
English,3,2,2,3
English,3,5,5,3
English,5,3,3,4
English,3,2,3,4
English,5,2,1,3
English,3,2,4,5
English,3,2,4,4
English,2,1,1,2
English,2,1,1,2
English,2,2,1,1
English,4,3,4,6
English,4,3,2,2
English,3,1,1,3
English,3,4,2,2
English,1,1,1,1
English,4,2,5,5
English,2,3,2,1
English,8,3,2,4
English,2,2,1,1
English,2,2,1,1
English,5,2,1,4
English,1,1,1,1
English,2,2,2,3
English,3,2,3,5
English,4,3,3,4
English,4,4,5,5
English,2,2,1,1
English,5,2,4,6
English,3,3,3,5
English,5,5,4,3
English,4,1,2,5
English,5,3,4,4
English,2,2,5,5
English,4,4,3,4
English,4,3,3,6
English,4,3,3,4
English,6,2,2,5
English,6,2,4,5
English,5,3,5,5
English,4,2,3,6
English,1,2,3,2
English,4,3,4,5
English,5,3,2,2
English,2,2,4,3
English,6,6,4,3
English,3,3,4,5
English,3,3,4,5
English,3,4,4,5
English,6,4,2,4
English,4,2,1,3
English,5,3,4,4
English,4,3,6,5
English,2,1,1,2
English,4,3,5,4
English,2,3,4,2
English,3,3,5,5
English,3,4,3,2
English,3,2,2,3
English,3,2,2,2
English,4,2,3,4
English,3,2,5,5
English,4,4,3,3
English,3,3,5,4
English,3,2,1,2
English,1,1,1,1
English,3,2,4,4
English,2,2,1,1
English,3,3,3,4
English,3,2,1,2
English,4,2,1,2
English,4,3,4,5
English,4,3,4,4
English,3,3,2,3
English,5,3,3,5
English,6,3,2,3
English,4,2,2,3
English,4,4,4,4
English,3,1,1,3
English,3,5,6,3
English,2,2,1,1
English,3,3,5,6
English,5,3,3,3
English,2,2,1,1
English,2,2,3,2
English,4,3,4,4
English,4,2,5,6
English,3,3,3,3
English,6,3,2,7
English,3,2,6,7
English,3,2,3,5
English,4,4,3,5
English,4,2,2,4
English,2,3,4,3
English,7,4,3,5
English,3,2,4,3
English,2,2,1,1
English,5,4,2,3
English,2,2,2,2
English,6,2,2,5
German,5,3,3,3
German,2,2,2,2
German,5,3,2,4
German,3,5,4,4
German,3,2,5,6
German,4,4,2,2
German,3,3,3,3
German,3,3,3,4
German,2,2,1,1
German,3,3,5,4
German,3,2,3,4
German,3,4,5,4
German,1,1,1,1
German,5,3,4,4
German,2,2,3,4
German,3,3,3,2
German,3,4,4,4
German,3,2,4,5
German,1,1,1,1
German,4,3,3,5
German,4,2,4,4
German,3,2,2,2
German,3,5,2,1
German,6,3,1,3
German,3,3,3,4
German,4,4,3,3
German,3,2,1,2
German,4,3,4,5
German,3,3,4,4
German,5,3,2,4
German,4,3,2,3
German,6,3,3,6
German,3,4,4,5
German,4,3,1,2
German,3,4,3,2
German,3,3,2,3
German,4,3,4,5
German,5,3,3,5
German,3,3,4,4
German,2,2,3,3
German,4,2,1,3
German,3,5,4,2
German,4,2,1,2
German,3,3,5,4
German,3,2,4,5
German,3,6,5,2
German,5,2,2,3
German,3,3,5,3
German,4,3,3,3
German,3,3,4,5
German,5,4,3,3
German,4,2,2,3
German,6,2,2,4
German,5,3,3,4
German,4,3,5,7
German,5,5,3,4
German,3,2,3,3
German,4,2,2,6
German,4,3,2,4
German,2,2,2,2
German,7,4,3,3
German,4,4,3,5
German,3,4,3,4
German,4,3,4,5
German,3,2,2,3
German,3,4,5,5
German,4,3,2,3
German,4,4,1,1
German,4,2,1,3
German,3,2,2,3
German,5,2,2,4
German,5,2,2,6
German,5,2,1,4
German,5,3,2,4
German,2,2,1,1
German,4,3,3,4
German,3,2,3,6
German,2,4,3,2
German,3,3,4,4
German,2,2,3,3
German,4,4,2,2
German,6,3,3,4
German,6,5,4,4
German,4,2,3,5
German,3,5,2,2
German,3,2,4,4
German,5,3,2,3
German,3,2,1,2
German,3,4,2,1
German,3,3,1,1
German,3,3,3,5
German,3,2,5,3
German,5,4,3,4
German,5,3,1,3
German,2,3,4,4
German,5,2,2,4
German,6,2,3,5
German,4,3,3,3
German,2,3,4,3
German,5,4,5,3
German,4,2,4,4
German,2,3,4,3
German,3,3,5,6
German,5,2,3,6
German,3,2,2,2
German,5,2,2,6
German,4,2,2,3
German,5,3,4,4
German,5,2,2,4
German,3,2,4,5
German,5,2,3,5
German,4,3,2,5
German,3,2,2,3
German,2,3,3,3
German,3,2,1,2
German,3,3,4,3
German,2,1,2,3
German,3,2,4,6
German,4,3,4,3
German,4,4,2,2
German,4,3,3,5
German,3,3,2,2
German,3,3,6,5
German,4,2,3,4
German,4,2,3,6
German,4,3,3,4
German,4,2,3,4
German,4,2,3,4
German,6,4,3,4
German,5,3,4,3
German,6,3,2,5
German,4,5,4,4
German,4,3,3,2
German,3,3,3,4
German,3,2,4,4
German,3,3,3,3
German,3,3,3,4
